location_id,boro,building,street,zipcode,lat,long
1,Bronx,786,MORRIS PARK AVENUE,10462,40.846,-73.863
2,Bronx,2829,EDSON AVENUE,10469,40.869,-73.834
3,Bronx,113115,EAST  157 STREET,0,0.0,0.0
4,Bronx,961,EAST  174 STREET,10460,40.837,-73.886
5,Bronx,300C,HUNTS POINT TERMINAL MARKET,10474,40.81,-73.878
6,Bronx,13,EAST MOUNT EDEN AVENUE,10452,40.844,-73.914
7,Bronx,985,MORRIS AVENUE,10456,40.828,-73.917
8,Bronx,1877,CARTER AVENUE,10457,40.847,-73.902
9,Bronx,3108,WEBSTER AVENUE,10467,40.871,-73.876
10,Bronx,2438,JEROME AVENUE,10468,40.862,-73.902
11,Bronx,277,EAST KINGSBRIDGE ROAD,10458,40.864,-73.894
12,Bronx,78,WESTCHESTER SQ,10461,40.841,-73.842
13,Bronx,748-750,E 233RD ST,10466,40.893,-73.856
14,Bronx,1457,WESTCHESTER AVENUE,10472,40.828,-73.882
15,Bronx,3424,KOSSUTH AVENUE,10467,40.88,-73.882
16,Bronx,239,BEDFORD PARK BOULEVARD,10458,40.871,-73.887
17,Bronx,3973,BRONXWOOD AVENUE,10466,40.886,-73.855
18,Bronx,700,EXTERIOR STREET,10451,40.823,-73.931
19,Bronx,4106,EAST TREMONT AVENUE,10465,40.819,-73.817
20,Bronx,769,ALLERTON AVENUE,10467,40.865,-73.865
21,Bronx,17,EAST KINGSBRIDGE ROAD,10468,40.867,-73.897
22,Bronx,1486,WILLIAMSBRIDGE ROAD,10461,40.844,-73.846
23,Bronx,494,EAST  138 STREET,10454,40.808,-73.92
24,Bronx,5684,RIVERDALE AVENUE,10471,40.906,-73.904
25,Bronx,1350,SHAKESPEARE AVENUE,10452,40.841,-73.922
26,Bronx,2401,WESTCHESTER AVENUE,10461,40.837,-73.846
27,Bronx,122,WESTCHESTER SQ,10461,40.84,-73.842
28,Bronx,1160,TELLER AVENUE,10456,40.832,-73.912
29,Bronx,109,WEST 225 STREET,10463,40.874,-73.911
30,Bronx,1808,HONE AVENUE,10461,40.849,-73.855
31,Bronx,850,EAST TREMONT AVENUE,10460,40.843,-73.887
32,Bronx,894,EAST TREMONT AVENUE,10460,40.842,-73.885
33,Bronx,3004,EASTCHESTER ROAD,10469,40.87,-73.843
34,Bronx,2421,ARTHUR AVENUE,10458,40.856,-73.887
35,Bronx,607,EAST  169 STREET,10456,40.832,-73.902
36,Bronx,892,GERARD AVENUE,10452,40.828,-73.925
37,Bronx,1320A,JEROME AVENUE,10452,40.838,-73.919
38,Bronx,2,EAST GUN HILL ROAD,10467,40.883,-73.881
39,Bronx,1315,COMMERCE AVENUE,10461,40.836,-73.84
40,Bronx,605,COURTLANDT AVENUE,10451,40.818,-73.919
41,Bronx,53,EAST KINGSBRIDGE ROAD,10468,40.867,-73.896
42,Bronx,3738,3 AVENUE,10456,40.836,-73.903
43,Bronx,2472,ARTHUR AVENUE,10458,40.857,-73.886
44,Bronx,4358,KATONAH AVENUE,10470,40.901,-73.868
45,Bronx,941,INTERVALE AVENUE,10459,40.821,-73.897
46,Bronx,656,PROSPECT AVENUE,10455,40.815,-73.903
47,Bronx,1226,SOUTHERN BOULEVARD,10459,40.829,-73.892
48,Bronx,182,WEST BURNSIDE AVENUE,10453,40.854,-73.916
49,Bronx,1351,WEBSTER AVENUE,10456,40.835,-73.908
50,Bronx,613,EAST  138 STREET,10454,40.806,-73.916
51,Bronx,711,EAST TREMONT AVENUE,10457,40.845,-73.891
52,Bronx,1354,EDWARD L GRANT HIGHWAY,10452,40.841,-73.922
53,Bronx,2407,WESTCHESTER AVENUE,10461,40.837,-73.846
54,Bronx,1588,WILLIAMSBRIDGE ROAD,10461,40.847,-73.849
55,Bronx,2634,EAST TREMONT AVENUE,10461,40.843,-73.846
56,Bronx,2002,CROSS BRONX EXPRESSWAY,10472,40.832,-73.857
57,Bronx,53,EAST  167 STREET,10452,40.836,-73.921
58,Bronx,550,EAST  239 STREET,10470,40.902,-73.857
59,Bronx,1058,SOUTHERN BOULEVARD,10459,40.824,-73.892
60,Bronx,1864,WESTCHESTER AVENUE,10472,40.833,-73.863
61,Bronx,2425,GRAND CONCOURSE,10468,40.861,-73.898
62,Bronx,1854,WESTCHESTER AVENUE,10472,40.833,-73.864
63,Bronx,3227,WESTCHESTER AVENUE,10461,40.852,-73.829
64,Bronx,2102,BARTOW AVENUE,10475,40.869,-73.826
65,Bronx,1360,WHITE PLAINS ROAD,10462,40.835,-73.863
66,Bronx,46,EAST  167 STREET,10452,40.836,-73.921
67,Bronx,3505,JOHNSON AVENUE,10463,40.886,-73.91
68,Bronx,918,EAST  233 STREET,10466,40.891,-73.851
69,Bronx,1599,WESTCHESTER AVENUE,10472,40.829,-73.876
70,Bronx,2381,WESTCHESTER AVENUE,10461,40.837,-73.846
71,Bronx,2245B,WESTCHESTER AVENUE,10462,40.834,-73.85
72,Bronx,393,EAST  198 STREET,10458,40.866,-73.886
73,Bronx,129,ALEXANDER AVENUE,10454,40.807,-73.927
74,Bronx,3811,EAST TREMONT AVENUE,10465,40.825,-73.82
75,Bronx,857,EAST  149 STREET,10455,40.812,-73.904
76,Bronx,1344,EAST GUN HILL ROAD,10469,40.871,-73.847
77,Bronx,758,LYDIG AVENUE,10462,40.854,-73.865
78,Bronx,7559,31 AVENUE,0,0.0,0.0
79,Bronx,99,FEATHERBED LANE,10452,40.846,-73.918
80,Bronx,1268,MORRISON AVENUE,10472,40.831,-73.875
81,Bronx,2701,DECATUR AVENUE,10458,40.865,-73.889
82,Bronx,80,WEST FORDHAM ROAD,10468,40.863,-73.904
83,Bronx,308,WEST  231 STREET,10463,40.881,-73.909
84,Bronx,1730,CROSS BRONX EXPY,10472,40.836,-73.87
85,Bronx,44,WEST KINGSBRIDGE ROAD,10468,40.868,-73.899
86,Bronx,600,VAN NEST AVENUE,10460,40.843,-73.868
87,Bronx,590,EAST  191 STREET,10458,40.859,-73.885
88,Bronx,2280,BATHGATE AVENUE,10457,40.854,-73.892
89,Bronx,2366,GRAND CONCRS,0,0.0,0.0
90,Bronx,55925594,BROADWAY,0,0.0,0.0
91,Bronx,10,WEST BURNSIDE AVENUE,10453,40.854,-73.908
92,Bronx,362,EAST  204 STREET,10467,40.872,-73.877
93,Bronx,921,EAST  174 STREET,10460,40.837,-73.888
94,Bronx,610,MELROSE AVENUE,10455,40.817,-73.917
95,Bronx,855,EAST  180 STREET,10460,40.846,-73.884
96,Bronx,2052,JEROME AVENUE,10453,40.854,-73.907
97,Bronx,3733,RIVERDALE AVENUE,10463,40.888,-73.907
98,Bronx,3922,WHITE PLAINS ROAD,10466,40.886,-73.861
99,Bronx,5645,BROADWAY,10463,40.88,-73.904
100,Bronx,2086,ARTHUR AVENUE,10457,40.849,-73.892
101,Bronx,3648,BAILEY AVENUE,10463,40.884,-73.898
102,Bronx,214,WEST  231 STREET,10463,40.879,-73.905
103,Bronx,1841,HOBART AVENUE,10461,40.848,-73.831
104,Bronx,572,EAST  169 STREET,10456,40.832,-73.903
105,Bronx,423A,EAST  149 STREET,10455,40.816,-73.917
106,Bronx,5977,BROADWAY,10471,40.89,-73.898
107,Bronx,12,EAST KINGSBRIDGE ROAD,10468,40.867,-73.897
108,Bronx,3216,3 AVENUE,10451,40.823,-73.909
109,Bronx,4,WEST MOUNT EDEN AVENUE,10452,40.844,-73.915
110,Bronx,2020,EASTCHESTER ROAD,10461,40.854,-73.843
111,Bronx,1282,SOUTHERN BOULEVARD,10459,40.83,-73.892
112,Bronx,2094,STARLING AVENUE,10462,40.836,-73.855
113,Bronx,673,HUNTS POINT AVENUE,10474,40.814,-73.885
114,Bronx,1959,BRUCKNER BOULEVARD,10472,40.827,-73.858
115,Bronx,4120,WHITE PLAINS ROAD,10466,40.891,-73.859
116,Bronx,1288,WESTCHESTER AVENUE,10459,40.827,-73.887
117,Bronx,2539,WEBSTER AVENUE,10458,40.862,-73.891
118,Bronx,931,WESTCHESTER AVENUE,10459,40.822,-73.897
119,Bronx,5520,BROADWAY,10463,40.877,-73.906
120,Bronx,2308,GRAND CONCOURSE,10458,40.858,-73.9
121,Bronx,3534,WHITE PLAINS ROAD,10467,40.878,-73.866
122,Bronx,780,EAST  133 STREET,10454,40.801,-73.913
123,Bronx,1635,WESTCHESTER AVENUE,10472,40.83,-73.874
124,Bronx,3042,3 AVENUE,10451,40.82,-73.913
125,Bronx,680,ALLERTON AVENUE,10467,40.865,-73.868
126,Bronx,3014,MIDDLETOWN ROAD,10461,40.844,-73.83
127,Bronx,845,SOUNDVIEW AVENUE,10473,40.823,-73.867
128,Bronx,1274,CASTLE HILL AVENUE,10462,40.834,-73.852
129,Bronx,252,SAINT ANNS AVENUE,10454,40.807,-73.917
130,Bronx,2370,UNIVERSITY AVENUE,10468,40.862,-73.906
131,Bronx,42,WEST  183 STREET,10453,40.859,-73.905
132,Bronx,800,EAST  182 STREET,10460,40.849,-73.884
133,Bronx,1390,RANDALL AVENUE,10474,40.813,-73.882
134,Bronx,3827,BRONXWOOD AVENUE,10469,40.883,-73.857
135,Bronx,2463,CRESTON AVENUE,10468,40.862,-73.899
136,Bronx,2894,SCHURZ AVENUE,10465,40.815,-73.815
137,Bronx,300,WEST  231 STREET,10463,40.881,-73.909
138,Bronx,902,EAST GUN HILL ROAD,10469,40.875,-73.86
139,Bronx,2968,JEROME AVENUE,10468,40.873,-73.89
140,Bronx,2751,BOSTON ROAD,10469,40.866,-73.861
141,Bronx,2459A,EAST TREMONT AVENUE,10461,40.843,-73.851
142,Bronx,5500,BROADWAY,10463,40.877,-73.906
143,Bronx,120,EAST MOUNT EDEN AVENUE,10452,40.843,-73.913
144,Bronx,597,EAST TREMONT AVENUE,10457,40.846,-73.894
145,Bronx,746,LYDIG AVENUE,10462,40.854,-73.866
146,Bronx,1712,UNIVERSITY AVENUE,10453,40.849,-73.918
147,Bronx,4040,3 AVENUE,10457,40.843,-73.898
148,Bronx,2370,GRAND CONCOURSE ROAD,10458,40.859,-73.899
149,Bronx,3507,DEKALB AVENUE,10467,40.883,-73.88
150,Bronx,1544,EAST  174 STREET,10472,40.834,-73.879
151,Bronx,1759,CROSBY AVENUE,10461,40.846,-73.832
152,Bronx,962,EAST  167 STREET,10459,40.827,-73.892
153,Bronx,1703,BRONXDALE AVENUE,10462,40.845,-73.859
154,Bronx,682,CASTLE HILL AVENUE,10473,40.821,-73.848
155,Bronx,478,EAST TREMONT AVENUE,10457,40.847,-73.898
156,Bronx,2857,3 AVENUE,10455,40.816,-73.917
157,Bronx,721,LYDIG AVENUE,10462,40.854,-73.867
158,Bronx,736,EAST  152 STREET,10455,40.816,-73.908
159,Bronx,2109,STARLING AVENUE,10462,40.836,-73.855
160,Bronx,2276,BARTOW AVENUE,10475,40.869,-73.822
161,Bronx,1824,WESTCHESTER AVENUE,10472,40.832,-73.865
162,Bronx,101,WEST KINGSBRIDGE ROAD,10468,40.868,-73.901
163,Bronx,305,EAST FORDHAM ROAD,10458,40.862,-73.894
164,Bronx,2350,WASHINGTON AVENUE,10458,40.857,-73.892
165,Bronx,5549,BROADWAY,10463,40.878,-73.905
166,Bronx,634,EAST  169 STREET,10456,40.831,-73.901
167,Bronx,843,EAST  149 STREET,10455,40.812,-73.905
168,Bronx,232,EAST  144 STREET,10451,40.816,-73.925
169,Bronx,4340,WHITE PLAINS ROAD,10466,40.897,-73.856
170,Bronx,221B,EAST TREMONT AVENUE,10457,40.849,-73.905
171,Bronx,2506,GRAND CONCOURSE,10458,40.863,-73.897
172,Bronx,15,WEST FORDHAM ROAD,10468,40.863,-73.902
173,Bronx,535,EAST TREMONT AVENUE,10457,40.847,-73.896
174,Bronx,839A,PROSPECT AVENUE,10459,40.82,-73.901
175,Bronx,2364,JEROME AVENUE,10468,40.86,-73.903
176,Bronx,900,GERARD AVENUE,10452,40.828,-73.925
177,Bronx,379,EAST FORDHAM ROAD,10458,40.862,-73.892
178,Bronx,553,EAST  169 STREET,10456,40.832,-73.904
179,Bronx,36,WEST FORDHAM ROAD,10468,40.863,-73.903
180,Bronx,260,EAST  161 STREET,10451,40.826,-73.919
181,Bronx,25,BEDFORD PARK BLVD EAST,10468,40.873,-73.889
182,Bronx,105,EAST MOUNT EDEN AVENUE,10452,40.844,-73.913
183,Bronx,159,WEST TREMONT AVENUE,10453,40.851,-73.916
184,Bronx,218,EAST  165 STREET,10456,40.83,-73.918
185,Bronx,3432,EAST TREMONT AVENUE,10465,40.833,-73.828
186,Bronx,2440,EASTCHESTER ROAD,10469,40.862,-73.843
187,Bronx,1982,WESTCHESTER AVENUE,10462,40.833,-73.858
188,Bronx,5605,BROADWAY,10463,40.88,-73.904
189,Bronx,4061,WHITE PLAINS ROAD,10466,40.89,-73.859
190,Bronx,340,BAYCHESTER AVENUE,10475,40.868,-73.831
191,Bronx,1539,UNIONPORT ROAD,10462,40.837,-73.857
192,Bronx,1579,STILLWELL AVENUE,10461,40.855,-73.842
193,Bronx,837,EAST  149 STREET,10455,40.812,-73.905
194,Bronx,2449,CRESTON AVENUE,10468,40.862,-73.899
195,Bronx,27,EAST KINGSBRIDGE ROAD,10468,40.867,-73.897
196,Bronx,653,EAST  182 STREET,10457,40.851,-73.888
197,Bronx,2620,JEROME AVENUE,10468,40.867,-73.898
198,Bronx,2641,BAINBRIDGE AVENUE,10458,40.865,-73.892
199,Bronx,1299,BOSTON ROAD,10456,40.832,-73.9
200,Bronx,157,DREISER LOOP,10475,40.877,-73.83
201,Bronx,207,EAST FORDHAM ROAD,10458,40.862,-73.897
202,Bronx,40,EAST  167 STREET,10452,40.836,-73.921
203,Bronx,1215,EAST GUN HILL ROAD,10469,40.873,-73.852
204,Bronx,350370,GRAND CONCOURSE,0,0.0,0.0
205,Bronx,216,EAST  161 STREET,10451,40.826,-73.92
206,Bronx,202,WEST FORDHAM ROAD,10468,40.863,-73.909
207,Bronx,3854,BRONXWOOD AVENUE,10469,40.883,-73.856
208,Bronx,582,EAST FORDHAM ROAD,10458,40.859,-73.886
209,Bronx,5784,MOSHOLU AVENUE,10471,40.905,-73.898
210,Bronx,5167,EAST  161 STREET,0,0.0,0.0
211,Bronx,629,CRESCENT AVENUE,10458,40.854,-73.887
212,Bronx,837,WASHINGTON AVENUE,10451,40.822,-73.912
213,Bronx,66,EAST  161 STREET,10451,40.828,-73.925
214,Bronx,1205,STRATFORD AVENUE,10472,40.83,-73.876
215,Bronx,4609,WHITE PLAINS ROAD,10470,40.902,-73.851
216,Bronx,628,COURTLANDT AVENUE,10451,40.818,-73.919
217,Bronx,1400,PELHAM PARKWAY SOUTH,10461,40.857,-73.847
218,Bronx,536,CITY ISLAND AVENUE,10464,40.853,-73.79
219,Bronx,670,EAST  187 STREET,10458,40.854,-73.885
220,Bronx,1772,WESTCHESTER AVENUE,10472,40.832,-73.868
221,Bronx,3042,BUHRE AVENUE,10461,40.847,-73.831
222,Bronx,357,EAST  138 STREET,10454,40.81,-73.924
223,Bronx,0,HUNTS POINT,0,0.0,0.0
224,Bronx,4342,WHITE PLAINS ROAD,10466,40.897,-73.856
225,Bronx,3836,DYRE AVENUE,10466,40.888,-73.831
226,Bronx,69,FEATHERBED LANE,10452,40.846,-73.917
227,Bronx,253,EAST  167 STREET,10456,40.833,-73.915
228,Bronx,751B,EAST GUN HILL ROAD,10467,40.877,-73.864
229,Bronx,2029,GRAND CONCOURSE,10453,40.852,-73.904
230,Bronx,5701,ARLINGTON AVENUE,10471,40.907,-73.907
231,Bronx,400,EAST  167 STREET,10456,40.831,-73.91
232,Bronx,1540,WESTCHESTER AVENUE,10472,40.829,-73.878
233,Bronx,2647,BRIGGS AVENUE,10458,40.865,-73.892
234,Bronx,2613,WEBSTER AVENUE,10458,40.863,-73.89
235,Bronx,1306,JEROME AVENUE,10452,40.838,-73.919
236,Bronx,769,ASTOR AVENUE,10467,40.86,-73.865
237,Bronx,1715,EAST  174 STREET,10472,40.835,-73.871
238,Bronx,4340,BOSTON POST ROAD,10475,40.89,-73.82
239,Bronx,1470,EAST AVENUE,10462,40.837,-73.86
240,Bronx,658,DAWSON STREET,10455,40.816,-73.902
241,Bronx,120,EAST  144 STREET,10451,40.817,-73.93
242,Bronx,1027,WESTCHESTER AVENUE,10459,40.824,-73.893
243,Bronx,1203,MANOR AVENUE,10472,40.829,-73.876
244,Bronx,4685,MANHATTAN COLLEGE PARKWAY,10471,40.891,-73.898
245,Bronx,133,EINSTEIN LOOP,10475,40.864,-73.822
246,Bronx,47504758,3 AVENUE,0,0.0,0.0
247,Bronx,3218,3 AVENUE,10451,40.823,-73.909
248,Bronx,1035,EAST  163 STREET,10459,40.821,-73.891
249,Bronx,2035,BARTOW AVENUE,10475,40.869,-73.83
250,Bronx,1930,PATTERSON AVENUE,10473,40.814,-73.856
251,Bronx,2445,CRESTON AVENUE,10468,40.861,-73.899
252,Bronx,317,EAST  170 STREET,10456,40.837,-73.91
253,Bronx,2045,BARTOW AVENUE,10475,40.869,-73.829
254,Bronx,1915,SOUTHERN BOULEVARD,10460,40.842,-73.886
255,Bronx,67,WEST KINGSBRIDGE ROAD,10468,40.868,-73.9
256,Bronx,4379,WHITE PLAINS ROAD,10466,40.898,-73.855
257,Bronx,602,EAST  187 STREET,10458,40.855,-73.887
258,Bronx,1761,CROSBY AVENUE,10461,40.846,-73.832
259,Bronx,1410,MORRIS AVENUE,10456,40.838,-73.911
260,Bronx,352,EAST GUN HILL ROAD,10467,40.879,-73.873
261,Bronx,924,EAST TREMONT AVENUE,10460,40.842,-73.884
262,Bronx,564,KAPPOCK STREET,10463,40.879,-73.917
263,Bronx,3549,JOHNSON AVENUE,10463,40.886,-73.91
264,Bronx,977,SOUTHERN BOULEVARD,10459,40.822,-73.892
265,Bronx,2051,WEBSTER AVENUE,10457,40.851,-73.899
266,Bronx,1590,HUTCHINSON RIVER PARKWAY,10461,40.843,-73.837
267,Bronx,1,WEST  183 STREET,10453,40.858,-73.904
268,Bronx,158,E. 188 TH ST,0,0.0,0.0
269,Bronx,1805,WEBSTER AVENUE,10457,40.846,-73.902
270,Bronx,1303,EAST GUN HILL ROAD,10469,40.872,-73.848
271,Bronx,17,KNOLLS CRESCENT STREET,10463,40.879,-73.918
272,Bronx,663,DAWSON STREET,10455,40.816,-73.902
273,Bronx,884,GERARD AVENUE,10452,40.828,-73.925
274,Bronx,235,BROOK AVENUE,10454,40.808,-73.919
275,Bronx,234,EAST  174 STREET,10457,40.845,-73.907
276,Bronx,2328,ARTHUR AVENUE,10458,40.854,-73.889
277,Bronx,424,EAST  161 STREET,10451,40.824,-73.913
278,Bronx,299,BROOK AVENUE,10454,40.809,-73.918
279,Bronx,4277,KATONAH AVENUE,10470,40.898,-73.867
280,Bronx,1650,GRAND CONCOURSE,10457,40.843,-73.912
281,Bronx,1665,METROPOLITAN AVENUE,10462,40.84,-73.856
282,Bronx,41,CITY ISLAND AVENUE,10464,40.839,-73.783
283,Bronx,2324,ARTHUR AVENUE,10458,40.854,-73.889
284,Bronx,2197,WHITE PLAINS ROAD,10462,40.856,-73.868
285,Bronx,3505,ROCHAMBEAU AVENUE,10467,40.882,-73.879
286,Bronx,1998,WILLIAMSBRIDGE ROAD,10461,40.854,-73.854
287,Bronx,3986,WHITE PLAINS ROAD,10466,40.888,-73.86
288,Bronx,416,EAST  189 STREET,10458,40.86,-73.892
289,Bronx,4352,KATONAH AVENUE,10470,40.9,-73.868
290,Bronx,1621,WESTCHESTER AVENUE,10472,40.83,-73.874
291,Bronx,196,MCCLELLAN STREET,10456,40.833,-73.918
292,Bronx,374,EAST  204 STREET,10467,40.872,-73.877
293,Bronx,691,BRIDGE STREET,10464,40.857,-73.791
294,Bronx,1738,EDISON AVENUE,10461,40.846,-73.833
295,Bronx,1987,UNIVERSITY AVENUE,10453,40.855,-73.912
296,Bronx,920A,EAST  233 STREET,10466,40.891,-73.851
297,Bronx,2516,WHITE PLAINS ROAD,10467,40.864,-73.867
298,Bronx,553,WALTON AVENUE,10451,40.819,-73.928
299,Bronx,746,EAST  233 STREET,10466,40.893,-73.856
300,Bronx,131,WEST KINGSBRIDGE ROAD,10468,40.869,-73.903
301,Bronx,3824,DYRE AVENUE,10466,40.888,-73.831
302,Bronx,2483,ARTHUR AVENUE,10458,40.858,-73.886
303,Bronx,1465,JEROME AVENUE,10452,40.841,-73.917
304,Bronx,842,HUNTS POINT AVENUE,10474,40.818,-73.889
305,Bronx,991,PROSPECT AVENUE,10459,40.823,-73.9
306,Bronx,269,WEST KINGSBRIDGE ROAD,10463,40.873,-73.905
307,Bronx,4371,3 AVENUE,10457,40.85,-73.894
308,Bronx,373,EAST  204 STREET,10467,40.872,-73.877
309,Bronx,400,EAST TREMONT AVENUE,10457,40.848,-73.901
310,Bronx,601,WESTCHESTER AVENUE,10455,40.816,-73.911
311,Bronx,360,EAST  188 STREET,10458,40.86,-73.894
312,Bronx,57,EAST TREMONT AVENUE,10453,40.851,-73.908
313,Bronx,3421,EAST TREMONT AVENUE,10465,40.833,-73.828
314,Bronx,48,EAST  183 STREET,10453,40.858,-73.903
315,Bronx,580,EAST  187 STREET,10458,40.856,-73.888
316,Bronx,2485,EASTCHESTER ROAD,10469,40.862,-73.843
317,Bronx,905,WHITE PLAINS ROAD,10473,40.824,-73.859
318,Bronx,3431,BOSTON ROAD,10469,40.876,-73.849
319,Bronx,140,EAST  170 STREET,10452,40.839,-73.915
320,Bronx,307,EAST  204 STREET,10467,40.873,-73.878
321,Bronx,5670,MOSHOLU AVENUE,10471,40.905,-73.901
322,Bronx,1749,UNIVERSITY AVENUE,10453,40.85,-73.916
323,Bronx,518,EAST  240 STREET,10470,40.901,-73.862
324,Bronx,1490,BOSTON ROAD,10460,40.835,-73.894
325,Bronx,3109,BAINBRIDGE AVENUE,10467,40.874,-73.879
326,Bronx,968,MORRIS PARK AVENUE,10462,40.848,-73.857
327,Bronx,3966,WHITE PLAINS ROAD,10466,40.888,-73.861
328,Bronx,320,EAST  170 STREET,10456,40.837,-73.91
329,Bronx,138,WEST FORDHAM ROAD,10468,40.863,-73.907
330,Bronx,2,WEST MOUNT EDEN AVENUE,10452,40.844,-73.915
331,Bronx,200A,WEST  231 STREET,10463,40.879,-73.905
332,Bronx,3738,RIVERDALE AVENUE,10463,40.888,-73.907
333,Bronx,2448,JEROME AVENUE,10468,40.862,-73.901
334,Bronx,1619,WESTCHESTER AVENUE,10472,40.829,-73.875
335,Bronx,370,EAST  188 STREET,10458,40.86,-73.894
336,Bronx,3201,PHILIP AVENUE,10465,40.831,-73.818
337,Bronx,1385,METROPOLITAN AVENUE,10462,40.835,-73.861
338,Bronx,63,PILOT STREET,10464,40.841,-73.786
339,Bronx,2371,GRAND CONCOURSE,10468,40.859,-73.899
340,Bronx,1354,WHITE PLAINS ROAD,10462,40.835,-73.863
341,Bronx,124,EAST  176 STREET,10453,40.848,-73.909
342,Bronx,640,MELROSE AVENUE,10455,40.818,-73.917
343,Bronx,2104,GRAND CONCOURSE,10457,40.854,-73.902
344,Bronx,1322A,JEROME AVENUE,10452,40.839,-73.919
345,Bronx,1898,JEROME AVENUE,10453,40.85,-73.911
346,Bronx,2031,GRAND CONCOURSE,10453,40.852,-73.904
347,Bronx,2501,3 AVENUE,10451,40.81,-73.928
348,Bronx,1182,EAST GUNHILL ROAD,10469,40.873,-73.853
349,Bronx,512,EAST  180 STREET,10457,40.851,-73.894
350,Bronx,4701,WHITE PLAINS ROAD,10470,40.904,-73.85
351,Bronx,3555,JOHNSON AVENUE,10463,40.886,-73.91
352,Bronx,1041,MORRIS PARK AVENUE,10461,40.849,-73.855
353,Bronx,2026,BOSTON ROAD,10460,40.841,-73.88
354,Bronx,140,REYNOLDS AVENUE,10465,40.817,-73.807
355,Bronx,2059,WILLIAMSBRIDGE ROAD,10461,40.855,-73.855
356,Bronx,2647,JEROME AVENUE,10468,40.867,-73.898
357,Bronx,76,EAST  167 STREET,10452,40.835,-73.92
358,Bronx,176,WEST FORDHAM ROAD,10468,40.863,-73.908
359,Bronx,936,EAST TREMONT AVENUE,10460,40.842,-73.883
360,Bronx,800,WEST 254 STREET & HUDSON RIVER,10471,40.903,-73.915
361,Bronx,844,RIVER AVENUE,10451,40.827,-73.926
362,Bronx,2785,3 AVENUE,10455,40.815,-73.92
363,Bronx,1322A,EAST GUN HILL ROAD,10469,40.871,-73.848
364,Bronx,555,CITY ISLAND AVENUE,10464,40.854,-73.79
365,Bronx,1735,WASHINGTON AVENUE,10457,40.843,-73.9
366,Bronx,849,PROSPECT AVENUE,10459,40.82,-73.901
367,Bronx,568,WEST  235 STREET,10463,40.886,-73.91
368,Bronx,16,EAST MOUNT EDEN AVENUE,10452,40.844,-73.914
369,Bronx,3701,EASTCHESTER RD FL 1,10466,40.883,-73.849
370,Bronx,2426,JEROME AVENUE,10468,40.862,-73.902
371,Bronx,361,CITY ISLAND AVENUE,10464,40.849,-73.787
372,Bronx,1633,CROSBY AVENUE,10461,40.845,-73.831
373,Bronx,2174,WHITE PLAINS ROAD,10462,40.856,-73.868
374,Bronx,2023,WILLIAMSBRIDGE ROAD,10461,40.855,-73.855
375,Bronx,412,EAST  149 STREET,10455,40.816,-73.917
376,Bronx,2173,WHITE PLAINS ROAD,10462,40.856,-73.868
377,Bronx,1047,EAST  163 STREET,10459,40.821,-73.891
378,Bronx,2389,ARTHUR AVENUE,10458,40.855,-73.888
379,Bronx,485,EAST  180 STREET,10457,40.851,-73.895
380,Bronx,4360,WHITE PLAINS ROAD,10466,40.898,-73.855
381,Bronx,1905,STORY AVENUE,10473,40.824,-73.859
382,Bronx,1969,UNIVERSITY AVENUE,10453,40.854,-73.912
383,Bronx,220,EAST  170 STREET,10456,40.838,-73.913
384,Bronx,5820,BROADWAY,10463,40.885,-73.901
385,Bronx,281,WEST FORDHAM ROAD,10468,40.862,-73.912
386,Bronx,3812,WHITE PLAINS ROAD,10467,40.884,-73.863
387,Bronx,2419,GRAND CONCOURSE,10468,40.861,-73.898
388,Bronx,402,EAST  140 STREET,10454,40.81,-73.921
389,Bronx,2706,3 AVENUE,10454,40.814,-73.922
390,Bronx,2161,STARLING AVENUE,10462,40.836,-73.853
391,Bronx,515,EAST FORDHAM ROAD,10458,40.86,-73.888
392,Bronx,2479,ARTHUR AVENUE,10458,40.857,-73.886
393,Bronx,380,EAST  149 STREET,10455,40.816,-73.919
394,Bronx,3515,JOHNSON AVENUE,10463,40.886,-73.91
395,Bronx,1592,WESTCHESTER AVENUE,10472,40.829,-73.876
396,Bronx,C16A,CONCOURSE PLAZA/161ST ST,0,0.0,0.0
397,Bronx,912,SOUNDVIEW AVENUE,10473,40.823,-73.868
398,Bronx,860,EAST TREMONT AVENUE,10460,40.843,-73.886
399,Bronx,268,EAST  167 STREET,10456,40.833,-73.914
400,Bronx,134,EAST  170 STREET,10452,40.839,-73.915
401,Bronx,3718,RIVERDALE AVENUE,10463,40.887,-73.907
402,Bronx,49,EAST  167 STREET,10452,40.836,-73.921
403,Bronx,1763,CROSBY AVENUE,10461,40.846,-73.832
404,Bronx,1813A,WESTCHESTER AVENUE,10472,40.832,-73.866
405,Bronx,854,SOUTHERN BOULEVARD,10459,40.818,-73.895
406,Bronx,125,DREISER LOOP,10475,40.877,-73.828
407,Bronx,318,WEST  231 STREET,10463,40.881,-73.909
408,Bronx,3075,3 AVENUE,10451,40.821,-73.912
409,Bronx,2258,WEBSTER AVENUE,10457,40.856,-73.896
410,Bronx,130,WESTCHESTER SQ,10461,40.84,-73.843
411,Bronx,1220,OGDEN AVENUE,10452,40.838,-73.926
412,Bronx,1217,EAST  233 STREET,10466,40.889,-73.842
413,Bronx,2264,GRAND CONCOURSE,10457,40.857,-73.9
414,Bronx,261,EAST GUN HILL ROAD,10467,40.88,-73.876
