location_id,boro,building,street,zipcode,lat,long
7363,Brooklyn,150,AINSLIE STREET,11211,40.713,-73.949
7364,Brooklyn,791,FLUSHING AVENUE,11206,40.701,-73.941
7365,Brooklyn,61,MEADOW STREET,11206,40.711,-73.935
7366,Brooklyn,5721,4 AVENUE,11220,40.642,-74.017
7367,Brooklyn,1146,LIBERTY AVENUE,11208,40.679,-73.867
7368,Brooklyn,394,MYRTLE AVENUE,11205,40.693,-73.97
7369,Brooklyn,437,GRAHAM AVENUE,11211,40.718,-73.945
7370,Brooklyn,772,57 STREET,11220,40.637,-74.008
7371,Brooklyn,1968,86 STREET,11214,40.605,-73.999
7372,Brooklyn,1459,BUSHWICK AVENUE,11207,40.684,-73.908
7373,Brooklyn,3379,FULTON STREET,11208,40.684,-73.871
7374,Brooklyn,1424,AVENUE J,11230,40.625,-73.962
7375,Brooklyn,1772,ROCKAWAY PARKWAY,11236,40.638,-73.895
7376,Brooklyn,667,FRANKLIN AVENUE,11238,40.676,-73.956
7377,Brooklyn,196,COURT STREET,11201,40.687,-73.994
7378,Brooklyn,7218,3 AVENUE,11209,40.633,-74.027
7379,Brooklyn,237,FLATBUSH AVENUE,11217,40.681,-73.975
7380,Brooklyn,286,3 AVENUE,11215,40.677,-73.986
7381,Brooklyn,7616,3 AVENUE,11209,40.631,-74.028
7382,Brooklyn,2435,86 STREET,11214,40.599,-73.988
7383,Brooklyn,63,MONTROSE AVENUE,11206,40.707,-73.947
7384,Brooklyn,1712,AVENUE M,11230,40.618,-73.958
7385,Brooklyn,800,MANHATTAN AVENUE,11222,40.728,-73.953
7386,Brooklyn,5408,8 AVENUE,11220,40.639,-74.006
7387,Brooklyn,156,COURT STREET,11201,40.689,-73.993
7388,Brooklyn,2212,AVENUE X,11235,40.593,-73.948
7389,Brooklyn,1920,AVENUE U,11229,40.599,-73.952
7390,Brooklyn,595,WASHINGTON AVENUE,11238,40.68,-73.964
7391,Brooklyn,797,GRAND STREET,11211,40.712,-73.941
7392,Brooklyn,2830,CONEY ISLAND AVENUE,11235,40.588,-73.96
7393,Brooklyn,208,COURT STREET,11201,40.687,-73.994
7394,Brooklyn,67A,UTICA AVENUE,11213,40.677,-73.93
7395,Brooklyn,8508,5 AVENUE,11209,40.622,-74.026
7396,Brooklyn,6610,BAY PARKWAY,11204,40.613,-73.982
7397,Brooklyn,7112,AVENUE U,11234,40.62,-73.907
7398,Brooklyn,8510,4 AVENUE,11209,40.623,-74.028
7399,Brooklyn,535,6 AVENUE,11215,40.665,-73.987
7400,Brooklyn,435,HALSEY STREET,11233,40.683,-73.936
7401,Brooklyn,1033,NOSTRAND AVENUE,11225,40.663,-73.951
7402,Brooklyn,723,WASHINGTON AVENUE,11238,40.675,-73.963
7403,Brooklyn,1305,EAST   17 STREET,11230,40.619,-73.958
7404,Brooklyn,1171,SAINT JOHNS PLACE,11213,40.671,-73.94
7405,Brooklyn,857,ATLANTIC AVENUE,11238,40.681,-73.965
7406,Brooklyn,992,MANHATTAN AVENUE,11222,40.733,-73.955
7407,Brooklyn,733,FULTON STREET,11217,40.687,-73.975
7408,Brooklyn,11112,FLATLAND AVENUE,11207,40.65,-73.891
7409,Brooklyn,3015,MERMAID AVENUE,11224,40.575,-73.997
7410,Brooklyn,5301,8 AVENUE,11220,40.639,-74.006
7411,Brooklyn,1299,BERGEN STREET,11213,40.676,-73.942
7412,Brooklyn,7704,3 AVENUE,11209,40.63,-74.028
7413,Brooklyn,455,7 AVENUE,11215,40.663,-73.985
7414,Brooklyn,236,NORTH   12 STREET,11211,40.719,-73.953
7415,Brooklyn,4017,AVENUE U,11234,40.608,-73.925
7416,Brooklyn,1939,MCDONALD AVENUE,11223,40.605,-73.972
7417,Brooklyn,3195,FULTON STREET,11208,40.682,-73.877
7418,Brooklyn,167,MARCUS GARVEY BOULEVARD,11221,40.693,-73.94
7419,Brooklyn,2369,60 STREET,11204,40.614,-73.974
7420,Brooklyn,5603,5 AVENUE,11220,40.642,-74.014
7421,Brooklyn,2524,CONEY ISLAND AVENUE,11223,40.595,-73.961
7422,Brooklyn,3133,FULTON STREET,11208,40.682,-73.88
7423,Brooklyn,1101,CLARKSON AVENUE,11212,40.66,-73.922
7424,Brooklyn,611,MANHATTAN AVENUE,11222,40.723,-73.951
7425,Brooklyn,30,NEWKIRK PLAZA,11226,40.635,-73.963
7426,Brooklyn,2602,TILDEN AVENUE,11226,40.647,-73.953
7427,Brooklyn,422,7 AVENUE,11215,40.664,-73.984
7428,Brooklyn,114,DEKALB AVENUE,11201,40.69,-73.978
7429,Brooklyn,114,COURT STREET,11201,40.69,-73.992
7430,Brooklyn,233,FLATBUSH AVENUE,11217,40.681,-73.975
7431,Brooklyn,3611,14 AVENUE,11218,40.641,-73.982
7432,Brooklyn,4419,NEW UTRECHT AVENUE,11219,40.64,-73.994
7433,Brooklyn,7802,20 AVENUE,11214,40.609,-73.994
7434,Brooklyn,448,MYRTLE AVENUE,11205,40.693,-73.967
7435,Brooklyn,888,UTICA AVENUE,11203,40.651,-73.93
7436,Brooklyn,108,LEE AVENUE,11211,40.704,-73.959
7437,Brooklyn,1875,NOSTRAND AVENUE,11226,40.64,-73.948
7438,Brooklyn,627,SUTTER AVENUE,11207,40.669,-73.896
7439,Brooklyn,772,DEAN STREET,11238,40.679,-73.965
7440,Brooklyn,6305,20 AVENUE,11204,40.618,-73.985
7441,Brooklyn,3939,EMMONS AVENUE,11229,40.585,-73.928
7442,Brooklyn,1686,PITKIN AVENUE,11212,40.67,-73.911
7443,Brooklyn,200,COLUMBIA STREET,11231,40.685,-74.003
7444,Brooklyn,1698,86 STREET,11214,40.609,-74.005
7445,Brooklyn,196,TOMPKINS AVE,11206,40.692,-73.946
7446,Brooklyn,545,MYRTLE AVENUE,11205,40.694,-73.963
7447,Brooklyn,949,FULTON STREET,11238,40.683,-73.965
7448,Brooklyn,202,RALPH AVENUE,11233,40.683,-73.923
7449,Brooklyn,3162,FULTON STREET,11208,40.682,-73.878
7450,Brooklyn,109,MOFFAT STREET,11207,40.686,-73.908
7451,Brooklyn,75,HOYT STREET,11201,40.688,-73.987
7452,Brooklyn,233,SOUTH    4 STREET,11211,40.71,-73.959
7453,Brooklyn,904,KINGS HIGHWAY,11223,40.607,-73.964
7454,Brooklyn,2780,STILLWELL AVENUE,11224,40.58,-73.982
7455,Brooklyn,1306,FLATBUSH AVENUE,11210,40.638,-73.953
7456,Brooklyn,810,FRANKLIN AVENUE,11225,40.67,-73.958
7457,Brooklyn,524,FULTON STREET,11201,40.689,-73.982
7458,Brooklyn,210,PROSPECT PARK WEST,11215,40.66,-73.98
7459,Brooklyn,1402,FLATBUSH AVENUE,11210,40.636,-73.951
7460,Brooklyn,8101,5 AVENUE,11209,40.625,-74.024
7461,Brooklyn,102,BERRY STREET,11249,40.719,-73.959
7462,Brooklyn,68,GREENPOINT AVENUE,11222,40.73,-73.958
7463,Brooklyn,376,CLASSON AVENUE,11238,40.688,-73.96
7464,Brooklyn,51,WILLOUGHBY STREET,11201,40.692,-73.987
7465,Brooklyn,2943,FULTON STREET,11207,40.679,-73.886
7466,Brooklyn,3510,NOSTRAND AVENUE,11229,40.599,-73.942
7467,Brooklyn,302,TROY AVENUE,11213,40.669,-73.937
7468,Brooklyn,486,KINGS HIGHWAY,11223,40.604,-73.972
7469,Brooklyn,660,FULTON STREET,11217,40.687,-73.976
7470,Brooklyn,3501,AVENUE S,11234,40.609,-73.932
7471,Brooklyn,6604,BAY PARKWAY,11204,40.613,-73.982
7472,Brooklyn,1016,CONEY ISLAND AVENUE,11230,40.633,-73.967
7473,Brooklyn,4824,8 AVENUE,11220,40.642,-74.003
7474,Brooklyn,301,FLATBUSH AVENUE,11217,40.679,-73.974
7475,Brooklyn,1550,BAY RIDGE AVENUE,11219,40.62,-73.998
7476,Brooklyn,7716,18 AVENUE,11214,40.612,-73.997
7477,Brooklyn,2486,CONEY ISLAND AVENUE,11223,40.597,-73.961
7478,Brooklyn,10,CLERMONT AVENUE,11205,40.697,-73.972
7479,Brooklyn,636,CARLTON AVENUE,11238,40.678,-73.972
7480,Brooklyn,9000,BAY PARKWAY,11214,40.595,-74.001
7481,Brooklyn,128,BEDFORD AVENUE,11249,40.719,-73.956
7482,Brooklyn,1110,PENNSYLVANIA AVENUE,11207,40.653,-73.887
7483,Brooklyn,17,NASSAU AVENUE,11222,40.723,-73.954
7484,Brooklyn,5217,13 AVENUE,11219,40.633,-73.994
7485,Brooklyn,4724,4 AVENUE,11220,40.648,-74.011
7486,Brooklyn,1811,EMMONS AVENUE,11235,40.583,-73.95
7487,Brooklyn,475,60 STREET,11220,40.64,-74.017
7488,Brooklyn,6024,18 AVENUE,11204,40.622,-73.987
7489,Brooklyn,688,FRANKLIN AVENUE,11238,40.675,-73.956
7490,Brooklyn,275,VAN BRUNT STREET,11231,40.679,-74.011
7491,Brooklyn,7108,20 AVENUE,11204,40.613,-73.99
7492,Brooklyn,480,62 STREET,11220,40.639,-74.018
7493,Brooklyn,1128,MYRTLE AVENUE,11206,40.697,-73.936
7494,Brooklyn,1790,STILLWELL AVENUE,11223,40.603,-73.986
7495,Brooklyn,594,UNION AVENUE,11211,40.718,-73.952
7496,Brooklyn,1615,BOARDWALK WEST,11224,40.573,-73.983
7497,Brooklyn,231,COURT STREET,11201,40.686,-73.994
7498,Brooklyn,129,CHURCH AVENUE,11218,40.643,-73.979
7499,Brooklyn,525,NOSTRAND AVENUE,11216,40.679,-73.95
7500,Brooklyn,237,NASSAU AVENUE,11222,40.726,-73.943
7501,Brooklyn,1709,86 STREET,11214,40.608,-74.005
7502,Brooklyn,1617,ORIENTAL BOULEVARD,11235,40.578,-73.939
7503,Brooklyn,1626,BEDFORD AVENUE,11225,40.667,-73.956
7504,Brooklyn,384,7 AVENUE,11215,40.665,-73.983
7505,Brooklyn,1453,EAST NEW YORK AVENUE,11212,40.671,-73.914
7506,Brooklyn,2244,CHURCH AVENUE,11226,40.65,-73.958
7507,Brooklyn,7509,3 AVENUE,11209,40.631,-74.028
7508,Brooklyn,1096,RUTLAND ROAD,11212,40.665,-73.924
7509,Brooklyn,241,ROCKAWAY PARKWAY,11212,40.662,-73.921
7510,Brooklyn,5117,AVENUE U,11234,40.61,-73.922
7511,Brooklyn,1702,86 STREET,11214,40.608,-74.005
7512,Brooklyn,6307,18 AVENUE,11204,40.62,-73.989
7513,Brooklyn,722,NOSTRAND AVENUE,11216,40.674,-73.95
7514,Brooklyn,222,MALCOM X BOULEVARD,11221,40.686,-73.93
7515,Brooklyn,1213,LIBERTY AVENUE,11208,40.679,-73.865
7516,Brooklyn,837,MANHATTAN AVENUE,11222,40.729,-73.954
7517,Brooklyn,5715,5 AVENUE,11220,40.641,-74.015
7518,Brooklyn,497,6 AVENUE,11215,40.666,-73.985
7519,Brooklyn,842,64 STREET,11220,40.633,-74.011
7520,Brooklyn,176,GRAHAM AVENUE,11206,40.708,-73.943
7521,Brooklyn,2310,86 STREET,11214,40.6,-73.991
7522,Brooklyn,5405,FLATLANDS AVENUE,11234,40.629,-73.924
7523,Brooklyn,1467,NOSTRAND AVENUE,11226,40.65,-73.95
7524,Brooklyn,49,BOGART STREET,11206,40.705,-73.933
7525,Brooklyn,1139,FULTON STREET,11238,40.681,-73.956
7526,Brooklyn,664,FLATBUSH AVENUE,11225,40.657,-73.96
7527,Brooklyn,9324,3 AVENUE,11209,40.618,-74.033
7528,Brooklyn,793,WASHINGTON AVENUE,11238,40.673,-73.963
7529,Brooklyn,543,3 AVENUE,11215,40.669,-73.993
7530,Brooklyn,592,NOSTRAND AVENUE,11216,40.678,-73.95
7531,Brooklyn,1401,ROCKAWAY PARKWAY,11236,40.646,-73.903
7532,Brooklyn,2134,FLATBUSH AVENUE,11234,40.618,-73.932
7533,Brooklyn,4910,3 AVENUE,11220,40.648,-74.014
7534,Brooklyn,174,HOWARD AVENUE,11233,40.682,-73.92
7535,Brooklyn,603,WASHINGTON AVENUE,11238,40.68,-73.964
7536,Brooklyn,236,7 AVENUE,11215,40.67,-73.979
7537,Brooklyn,73,BRIDGE STREET,11201,40.702,-73.985
7538,Brooklyn,210,SMITH STREET,11201,40.685,-73.992
7539,Brooklyn,3405,CHURCH AVENUE,11203,40.651,-73.946
7540,Brooklyn,351,MYRTLE AVENUE,11205,40.693,-73.972
7541,Brooklyn,6001,14 AVENUE,11219,40.627,-73.996
7542,Brooklyn,1221,FULTON STREET,11216,40.681,-73.953
7543,Brooklyn,609,EAST   53 STREET,11203,40.644,-73.927
7544,Brooklyn,132,HAVEMEYER STREET,11211,40.712,-73.957
7545,Brooklyn,1087,BROADWAY,11221,40.694,-73.931
7546,Brooklyn,7610,5 AVENUE,11209,40.629,-74.023
7547,Brooklyn,474,BERGEN STREET,11217,40.681,-73.976
7548,Brooklyn,177,DWIGHT STREET,11231,40.674,-74.012
7549,Brooklyn,284,BROADWAY,11211,40.709,-73.959
7550,Brooklyn,417,SOUTH    4 STREET,11211,40.708,-73.951
7551,Brooklyn,125763,38 STREET,0,0.0,0.0
7552,Brooklyn,621,MANHATTAN AVENUE,11222,40.723,-73.951
7553,Brooklyn,1207,BROADWAY,11221,40.692,-73.927
7554,Brooklyn,611,SUTTER AVENUE,11207,40.669,-73.896
7555,Brooklyn,1544,MYRTLE AVENUE,11237,40.699,-73.912
7556,Brooklyn,5908,AVENUE N,11234,40.619,-73.918
7557,Brooklyn,2848,CHURCH AVENUE,11226,40.651,-73.951
7558,Brooklyn,9524,FOURTH AVENUE,11209,40.616,-74.031
7559,Brooklyn,704,NOSTRAND AVENUE,11216,40.675,-73.95
7560,Brooklyn,235,RALPH AVENUE,11233,40.682,-73.922
7561,Brooklyn,234,COURT STREET,11201,40.686,-73.994
7562,Brooklyn,181,IRVING AVENUE,11237,40.702,-73.92
7563,Brooklyn,887,HART STREET,11237,40.703,-73.922
7564,Brooklyn,580,ALBANY AVENUE,11203,40.66,-73.94
7565,Brooklyn,177,KENT STREET,11222,40.731,-73.954
7566,Brooklyn,215,COLUMBIA STREET,11231,40.685,-74.003
7567,Brooklyn,5816,FORT HAMILTON PARKWAY,11219,40.634,-74.004
7568,Brooklyn,2040,86 STREET,11214,40.604,-73.997
7569,Brooklyn,4917,CHURCH AVENUE,11203,40.652,-73.931
7570,Brooklyn,7718,5 AVENUE,11209,40.628,-74.023
7571,Brooklyn,387A,NOSTRAND AVENUE,11216,40.684,-73.95
7572,Brooklyn,4416,FORT HAMILTON PARKWAY,11219,40.641,-73.994
7573,Brooklyn,6802,3 AVENUE,11220,40.637,-74.026
7574,Brooklyn,6516,18 AVENUE,11204,40.619,-73.99
7575,Brooklyn,3806,FORT HAMILTON PARKWAY,11218,40.644,-73.99
7576,Brooklyn,1363-1377,UTICA AVE,11203,40.639,-73.929
7577,Brooklyn,9526,4 AVENUE,11209,40.616,-74.031
7578,Brooklyn,7111,20 AVENUE,11204,40.613,-73.99
7579,Brooklyn,5410,8 AVENUE,11220,40.639,-74.006
7580,Brooklyn,7715,5 AVENUE,11209,40.628,-74.023
7581,Brooklyn,109,MONTROSE AVENUE,11206,40.707,-73.945
7582,Brooklyn,521,STANLEY AVENUE,11207,40.657,-73.889
7583,Brooklyn,8017,5 AVENUE,11209,40.626,-74.024
7584,Brooklyn,2026,BEDFORD AVENUE,11226,40.655,-73.956
7585,Brooklyn,483,MCDONALD AVENUE,11218,40.642,-73.979
7586,Brooklyn,11112,FLATLANDS AVENUE,11207,40.65,-73.891
7587,Brooklyn,3921,5 AVENUE,11232,40.651,-74.004
7588,Brooklyn,208,LIVINGSTON STREET,11201,40.69,-73.986
7589,Brooklyn,920,3 AVENUE,11232,40.656,-74.006
7590,Brooklyn,569,MYRTLE AVENUE,11205,40.694,-73.962
7591,Brooklyn,108,GRAHAM AVENUE,11206,40.705,-73.943
7592,Brooklyn,6726,5 AVENUE,11220,40.635,-74.02
7593,Brooklyn,9403,5 AVENUE,11209,40.616,-74.031
7594,Brooklyn,2037,86 STREET,11214,40.604,-73.997
7595,Brooklyn,497,ATLANTIC AVENUE,11217,40.686,-73.981
7596,Brooklyn,1480,DEKALB AVENUE,11237,40.702,-73.922
7597,Brooklyn,1248,FLATBUSH AVENUE,11226,40.64,-73.955
7598,Brooklyn,5827,AVENUE T,11234,40.615,-73.918
7599,Brooklyn,788,DRIGGS AVENUE,11211,40.711,-73.961
7600,Brooklyn,11,BOGART STREET,11206,40.704,-73.933
7601,Brooklyn,1701,65 STREET,11204,40.62,-73.992
7602,Brooklyn,67,FRONT STREET,11201,40.703,-73.991
7603,Brooklyn,96,WYTHE AVENUE,11249,40.721,-73.958
7604,Brooklyn,390,NEPTUNE AVENUE,11235,40.58,-73.967
7605,Brooklyn,1451,BEDFORD AVENUE,11216,40.673,-73.954
7606,Brooklyn,387,JAY STREET,11201,40.692,-73.987
7607,Brooklyn,2180,86 STREET,11214,40.602,-73.994
7608,Brooklyn,369,TROUTMAN STREET,11237,40.706,-73.924
7609,Brooklyn,5603,8 AVENUE,11220,40.638,-74.007
7610,Brooklyn,225,COLUMBIA STREET,11231,40.684,-74.003
7611,Brooklyn,8612,5 AVENUE,11209,40.621,-74.026
7612,Brooklyn,8512,5 AVENUE,11209,40.622,-74.026
7613,Brooklyn,226,CHURCH AVENUE,11218,40.643,-73.978
7614,Brooklyn,1032,NOSTRAND AVENUE,11225,40.663,-73.951
7615,Brooklyn,506,DRIGGS AVENUE,11211,40.718,-73.955
7616,Brooklyn,5911,8TH AVE,11220,40.636,-74.009
7617,Brooklyn,178,ATLANTIC AVENUE,11201,40.69,-73.993
7618,Brooklyn,72,HUDSON AVENUE,11201,40.703,-73.981
7619,Brooklyn,2826,FORT HAMILTON PARKWAY,11218,40.649,-73.977
7620,Brooklyn,416,DITMAS AVENUE,11218,40.636,-73.975
7621,Brooklyn,457,THRID AVENUE,0,0.0,0.0
7622,Brooklyn,5602,4 AVENUE,11220,40.643,-74.016
7623,Brooklyn,477,5 AVENUE,11215,40.668,-73.987
7624,Brooklyn,3386,ATLANTIC AVENUE,11208,40.682,-73.871
7625,Brooklyn,695,MANHATTAN AVENUE,11222,40.725,-73.952
7626,Brooklyn,224,GREENE AVENUE,11238,40.687,-73.962
7627,Brooklyn,5912,7 AVENUE,11220,40.637,-74.011
7628,Brooklyn,967,MANHATTAN AVENUE,11222,40.732,-73.955
7629,Brooklyn,644,SACKETT STREET,11217,40.678,-73.984
7630,Brooklyn,562,GRAND STREET,11211,40.711,-73.949
7631,Brooklyn,705,MYRTLE AVENUE,11205,40.695,-73.955
7632,Brooklyn,64,NORTH    9 STREET,11249,40.721,-73.96
7633,Brooklyn,136,DEKALB AVENUE,11217,40.69,-73.976
7634,Brooklyn,622,CATON AVENUE,11218,40.648,-73.974
7635,Brooklyn,6116,7 AVENUE,11220,40.636,-74.013
7636,Brooklyn,1904,BATH AVENUE,11214,40.603,-74.004
7637,Brooklyn,108,MONTAGUE STREET,11201,40.695,-73.995
7638,Brooklyn,810,60 STREET,11220,40.635,-74.009
7639,Brooklyn,3149,FULTON STREET,11208,40.682,-73.879
7640,Brooklyn,330,MALCOLM X BOULEVARD,11233,40.682,-73.929
7641,Brooklyn,38,WASHINGTON AVENUE,11205,40.697,-73.968
7642,Brooklyn,1673,EAST   13 STREET,11229,40.609,-73.96
7643,Brooklyn,1821,KINGS HIGHWAY,11229,40.61,-73.955
7644,Brooklyn,271,SMITH STREET,11231,40.683,-73.993
7645,Brooklyn,8518,3 AVENUE,11209,40.624,-74.031
7646,Brooklyn,1541,MYRTLE AVENUE,11237,40.699,-73.914
7647,Brooklyn,308,IRVING AVENUE,11237,40.699,-73.914
7648,Brooklyn,201,WYCKOFF AVENUE,11237,40.702,-73.916
7649,Brooklyn,139,MONTAGUE STREET,11201,40.695,-73.994
7650,Brooklyn,204,6 AVENUE,11217,40.676,-73.978
7651,Brooklyn,253,LIVINGSTON STREET,11201,40.689,-73.984
7652,Brooklyn,1103,MANHATTAN AVENUE,11222,40.736,-73.955
7653,Brooklyn,324A,UTICA AVENUE,11213,40.667,-73.931
7654,Brooklyn,312,DITMAS AVENUE,11218,40.636,-73.976
7655,Brooklyn,7417,3 AVENUE,11209,40.632,-74.028
7656,Brooklyn,1669,NOSTRAND AVENUE,11226,40.645,-73.949
7657,Brooklyn,646,GRAND STREET,11211,40.711,-73.946
7658,Brooklyn,369,5 AVENUE,11215,40.671,-73.985
7659,Brooklyn,4315,FARRAGUT ROAD,11203,40.637,-73.935
7660,Brooklyn,305,WYCKOFF AVENUE,11237,40.7,-73.912
7661,Brooklyn,2390,CONEY ISLAND AVENUE,11223,40.599,-73.961
7662,Brooklyn,905,CHURCH AVENUE,11218,40.646,-73.971
7663,Brooklyn,901,FULTON STREET,11238,40.684,-73.967
7664,Brooklyn,140,GRAHAM AVENUE,11206,40.706,-73.943
7665,Brooklyn,536,3 AVENUE,11215,40.669,-73.993
7666,Brooklyn,445,COURT STREET,11231,40.678,-73.998
7667,Brooklyn,6824,COLONIAL ROAD,11220,40.638,-74.031
7668,Brooklyn,647,5 AVENUE,11215,40.663,-73.992
7669,Brooklyn,753,CONEY ISLAND AVENUE,11218,40.639,-73.969
7670,Brooklyn,6735,3 AVENUE,11220,40.637,-74.026
7671,Brooklyn,250,DEKALB AVENUE,11205,40.689,-73.969
7672,Brooklyn,270,SOUTH    5 STREET,11211,40.709,-73.958
7673,Brooklyn,1521,SURF AVENUE,11224,40.575,-73.983
7674,Brooklyn,1237,FULTON STREET,11216,40.681,-73.952
7675,Brooklyn,7224,5 AVENUE,11209,40.631,-74.022
7676,Brooklyn,1654,86 STREET,11214,40.609,-74.006
7677,Brooklyn,231,SOUTH    4 STREET,11211,40.71,-73.959
7678,Brooklyn,50,PARKSIDE AVENUE,11226,40.652,-73.969
7679,Brooklyn,168,MARCY AVENUE,11211,40.709,-73.958
7680,Brooklyn,189,AVENUE U,11223,40.597,-73.977
7681,Brooklyn,1976,86 STREET,11214,40.605,-73.999
7682,Brooklyn,296,GRAND STREET,11211,40.713,-73.957
7683,Brooklyn,135,NORTH    5 STREET,11249,40.717,-73.959
7684,Brooklyn,2800,ATLANTIC AVENUE,11207,40.676,-73.891
7685,Brooklyn,376,MYRTLE AVENUE,11205,40.693,-73.971
7686,Brooklyn,8321,5 AVENUE,11209,40.623,-74.025
7687,Brooklyn,1123,QUENTIN ROAD,11229,40.608,-73.962
7688,Brooklyn,7215,3 AVENUE,11209,40.633,-74.027
7689,Brooklyn,7214,3 AVENUE,11209,40.633,-74.027
7690,Brooklyn,205,WYCKOFF AVENUE,11237,40.702,-73.916
7691,Brooklyn,7101,FT HAMILTON PARKWAY,11228,40.628,-74.014
7692,Brooklyn,7609,5 AVENUE,11209,40.629,-74.023
7693,Brooklyn,589,VANDERBILT AVENUE,11238,40.68,-73.968
7694,Brooklyn,41,NEWKIRK PLAZA,11226,40.635,-73.963
7695,Brooklyn,1114-1116,AVENUE U,11223,40.598,-73.961
7696,Brooklyn,164,WYCKOFF AVENUE,11237,40.702,-73.916
7697,Brooklyn,429,NEW LOTS AVENUE,11207,40.662,-73.892
7698,Brooklyn,19,BOGART STREET,11206,40.704,-73.933
7699,Brooklyn,610,BUSHWICK AVENUE,11206,40.698,-73.934
7700,Brooklyn,184,EAST   35 STREET,11203,40.651,-73.945
7701,Brooklyn,186,UNDERHILL AVENUE,11238,40.675,-73.967
7702,Brooklyn,571,LORIMER STREET,11211,40.714,-73.949
7703,Brooklyn,753,NOSTRAND AVENUE,11216,40.671,-73.95
7704,Brooklyn,1465,MYRTLE AVENUE,11237,40.699,-73.917
7705,Brooklyn,1901,STILLWELL AVENUE,11223,40.6,-73.986
7706,Brooklyn,120,NORTH    6 STREET,11249,40.718,-73.96
7707,Brooklyn,234,4 AVENUE,11215,40.677,-73.983
7708,Brooklyn,2114,FLATBUSH AVENUE,11234,40.618,-73.932
7709,Brooklyn,171,NORTH    3 STREET,11211,40.715,-73.96
7710,Brooklyn,11114,FLATLANDS AVENUE,11207,40.65,-73.891
7711,Brooklyn,407,AVENUE P,11223,40.609,-73.972
7712,Brooklyn,1005,MANHATTAN AVENUE,11222,40.733,-73.955
7713,Brooklyn,940,MANHATTAN AVENUE,11222,40.731,-73.954
7714,Brooklyn,351,BROADWAY,11211,40.708,-73.956
7715,Brooklyn,6004,8 AVENUE,11220,40.635,-74.01
7716,Brooklyn,358,EAST    2 STREET,11218,40.642,-73.978
7717,Brooklyn,1227,NOSTRAND AVENUE,11225,40.657,-73.95
7718,Brooklyn,3566,NOSTRAND AVENUE,11229,40.597,-73.941
7719,Brooklyn,1000,SURF AVENUE,11224,40.575,-73.978
7720,Brooklyn,2214,86 STREET,11214,40.602,-73.993
7721,Brooklyn,9208,3 AVENUE,11209,40.619,-74.033
7722,Brooklyn,267,SMITH STREET,11231,40.683,-73.993
7723,Brooklyn,640,SOUTH CONDUIT BOULEVARD,11208,40.676,-73.866
7724,Brooklyn,1154,MANHATTAN AVENUE,11222,40.738,-73.955
7725,Brooklyn,2801,CONEY ISLAND AVENUE,11235,40.588,-73.96
7726,Brooklyn,490,HUMBOLDT STREET,11222,40.719,-73.944
7727,Brooklyn,1427,LINDEN BOULEVARD,11212,40.655,-73.907
7728,Brooklyn,143,MONTAGUE STREET,11201,40.695,-73.994
7729,Brooklyn,3367,FULTON STREET,11208,40.684,-73.871
7730,Brooklyn,326,KINGSTON AVENUE,11213,40.668,-73.942
7731,Brooklyn,615,WILSON AVENUE,11207,40.69,-73.907
7732,Brooklyn,7306,3 AVENUE,11209,40.633,-74.027
7733,Brooklyn,2580,CONEY ISLAND AVENUE,11223,40.594,-73.961
7734,Brooklyn,341,EASTERN PARKWAY,11216,40.671,-73.957
7735,Brooklyn,107,GRAHAM AVENUE,11206,40.705,-73.943
7736,Brooklyn,4619,8 AVENUE,11220,40.643,-74.002
7737,Brooklyn,1915,AVENUE U,11229,40.599,-73.952
7738,Brooklyn,248,DEKALB AVENUE,11205,40.689,-73.969
7739,Brooklyn,1032,CONEY ISLAND AVENUE,11230,40.633,-73.967
7740,Brooklyn,780,MCDONALD AVENUE,11218,40.635,-73.978
7741,Brooklyn,8922,FLATLANDS AVENUE,11236,40.64,-73.907
7742,Brooklyn,278A,5 AVENUE,11215,40.674,-73.982
7743,Brooklyn,72,7 AVENUE,11217,40.675,-73.975
7744,Brooklyn,180,REMSEN STREET,11201,40.693,-73.992
7745,Brooklyn,111A,DITMAS AVE,11218,40.636,-73.978
7746,Brooklyn,8424,3 AVENUE,11209,40.625,-74.031
7747,Brooklyn,5718,5 AVENUE,11220,40.641,-74.015
7748,Brooklyn,7823,17 AVENUE,11214,40.613,-74.0
7749,Brooklyn,491,FULTON STREET,11201,40.691,-73.986
7750,Brooklyn,167,ROGERS AVENUE,11216,40.672,-73.953
7751,Brooklyn,89,WYCKOFF AVENUE,11237,40.705,-73.92
7752,Brooklyn,317,3 AVENUE,11215,40.676,-73.987
7753,Brooklyn,634,4 AVENUE,11232,40.664,-73.994
7754,Brooklyn,6316,BAY PARKWAY,11204,40.615,-73.98
7755,Brooklyn,820,39 STREET,11232,40.647,-73.997
7756,Brooklyn,507,PENNSYLVANIA AVENUE,11207,40.665,-73.894
7757,Brooklyn,384,COURT STREET,11231,40.681,-73.996
7758,Brooklyn,4706,CHURCH AVENUE,11203,40.652,-73.933
7759,Brooklyn,963,GRAND STREET,11211,40.713,-73.936
7760,Brooklyn,1845,NOSTRAND AVENUE,11226,40.641,-73.948
7761,Brooklyn,354,MELROSE STREET,11237,40.704,-73.928
7762,Brooklyn,5001,4 AVENUE,11220,40.646,-74.013
7763,Brooklyn,2926,AVENUE S,11229,40.605,-73.943
7764,Brooklyn,1903,KINGS HIGHWAY,11229,40.61,-73.955
